Hand Direction_X,Hand Direction_Y,Hand Direction_Z,THUMB_X,THUMB_Y,THUMB_Z,INDEX_X,INDEX_Y,INDEX_Z,MIDDLE_X,MIDDLE_Y,MIDDLE_Z,RING_X,RING_Y,RING_Z,PINKY_X,PINKY_Y,PINKY_Z,RESULT
0.1043824,-0.8838156,-0.45604205,0.29234472,-0.9534537,-0.07389544,-0.30642715,-0.5576115,0.77147377,-0.065484256,0.7058354,0.7053426,0.001072804,0.7037699,0.71042717,0.089575246,0.55402726,0.82766545,0
0.10486457,-0.8823059,-0.45884606,0.29438603,-0.9526073,-0.076656505,-0.3072377,-0.54918915,0.77717197,-0.06349337,0.70406526,0.70729107,0.002872997,0.70095015,0.71320444,0.093775444,0.5521682,0.8284422,0
0.10518009,-0.8809747,-0.46132496,0.29679152,-0.951696,-0.07867392,-0.30915815,-0.53777486,0.7843592,-0.062323,0.7028039,0.7086484,0.004324411,0.6982704,0.715821,0.097500905,0.5503529,0.8292197,0
0.10544322,-0.87964904,-0.4637879,0.2990528,-0.9508196,-0.08068112,-0.31112075,-0.52745235,0.79056805,-0.061429504,0.70181644,0.7097042,0.005512012,0.695884,0.7181331,0.10080195,0.5490331,0.8296997,0
0.10571208,-0.8786213,-0.46567115,0.3007957,-0.950136,-0.08224084,-0.313242,-0.51914555,0.7952153,-0.061129328,0.70096475,0.7105713,0.006359877,0.69391394,0.7200299,0.10349439,0.5480646,0.8300085,0
0.105770744,-0.8778965,-0.46702284,0.30196384,-0.94964826,-0.08358266,-0.31339616,-0.51156884,0.8000501,-0.060403347,0.70030975,0.7112789,0.007498931,0.6925554,0.7213257,0.10627303,0.54759467,0.82996756,0
0.10554935,-0.87736315,-0.46807393,0.3018629,-0.9495747,-0.084773846,-0.3140579,-0.50205916,0.8057942,-0.05967526,0.69982266,0.7118195,0.008724595,0.6914245,0.722396,0.10887402,0.5473805,0.8297717,0
0.105134614,-0.87747216,-0.46796298,0.29976764,-0.9502314,-0.084851004,-0.3136987,-0.49415082,0.81080705,-0.059554808,0.6990874,0.71255183,0.009375423,0.6907289,0.72305304,0.11045451,0.5475949,0.8294213,0
0.1048731,-0.87782586,-0.46735793,0.2972716,-0.95106417,-0.084300086,-0.3128551,-0.48750576,0.81514406,-0.059457216,0.6974308,0.7141814,0.009992145,0.689673,0.72405195,0.111792,0.54675525,0.8297959,0
0.10488321,-0.8778674,-0.46727753,0.2941963,-0.95204246,-0.08404587,-0.3135462,-0.48296496,0.8175779,-0.060018945,0.69487536,0.7166212,0.009735115,0.6879859,0.7256588,0.111888684,0.545187,0.83081406,0
0.105088435,-0.8781089,-0.46677738,0.2932731,-0.95244414,-0.08271073,-0.31293833,-0.47927535,0.8199785,-0.06096943,0.6915915,0.719711,0.009239749,0.6860548,0.7274912,0.112042256,0.54317707,0.83210886,0
0.10485806,-0.87822676,-0.46660754,0.29231232,-0.9528329,-0.08162706,-0.31304142,-0.4770635,0.821228,-0.06185134,0.68826854,0.72281456,0.008911652,0.6838528,0.72956556,0.11219813,0.54061633,0.8337539,0
0.10517951,-0.878052,-0.466864,0.2920841,-0.9529401,-0.081191435,-0.31165534,-0.4759165,0.8224199,-0.062789895,0.6846219,0.7261889,0.008190677,0.68174744,0.73154175,0.11197352,0.5383559,0.83524543,0
